SamplingRound,SamplingYear,Protocol_Name,Park,Plot,SamplingType,Panel_type,Location_status,Habitat,Transect,TransectLength_m,SampledTransectLength_m,Sampled,Accepted_LatinName,VegType,Diameter_cm,Status,SitePair,Northing,Easting
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer spicatum,Tree,4.8,Live,1007 - 2,5210373.412370000034571,669561.204941999982111
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,4.2,Dead,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,5.2,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.6,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,2.6,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,4.5,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,9.4,Dead,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,2.6,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.3,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,7.2,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.1,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,7.5,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,4,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.4,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,2.9,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,6.1,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,4.6,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.7,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,4.3,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,2.5,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.3,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,2.5,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,2.7,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.9,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.6,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,2.6,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.1,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.5,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,4,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.7,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.8,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.6,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.6,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,4,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.1,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,4.5,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,4,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.9,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,4.4,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.3,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,2.9,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.5,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,2.9,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.6,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.5,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,4.7,Dead,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.9,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,4.9,Dead,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,4.2,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,5.5,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,9.5,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,4,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.1,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,4.7,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,7.6,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,2.5,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,2.6,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,4.9,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.3,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,2.6,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,4.4,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,4,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.9,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,2.9,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,4.8,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,7.7,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.7,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,6,Dead,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.1,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,2.9,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.1,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,5.8,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,2.7,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,2.7,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,4.1,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Betula alleghaniensis,Tree,43.9,Live,1007 - 3,5210320.651410000398755,669559.520791999995708
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Betula alleghaniensis,Tree,63.6,Live,1007 - 3,5210320.651410000398755,669559.520791999995708
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Betula alleghaniensis,Tree,56.5,Live,1007 - 3,5210320.651410000398755,669559.520791999995708
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Betula alleghaniensis,Tree,5.5,Live,1007 - 2,5210373.412370000034571,669561.204941999982111
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Betula alleghaniensis,Tree,51.3,Live,1007 - 2,5210373.412370000034571,669561.204941999982111
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Betula alleghaniensis,Tree,47.4,Live,1007 - 2,5210373.412370000034571,669561.204941999982111
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Sorbus decora,Tree,5.9,Live,1007 - 2,5210373.412370000034571,669561.204941999982111
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Sorbus decora,Tree,3.3,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Thuja occidentalis,Tree,4.1,Dead,1007 - 3,5210320.651410000398755,669559.520791999995708
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Thuja occidentalis,Tree,5.2,Live,1007 - 3,5210320.651410000398755,669559.520791999995708
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Thuja occidentalis,Tree,2.5,Dead,1007 - 3,5210320.651410000398755,669559.520791999995708
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Thuja occidentalis,Tree,7.2,Live,1007 - 3,5210320.651410000398755,669559.520791999995708
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Thuja occidentalis,Tree,30.4,Live,1007 - 3,5210320.651410000398755,669559.520791999995708
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Thuja occidentalis,Tree,12.4,Live,1007 - 3,5210320.651410000398755,669559.520791999995708
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Thuja occidentalis,Tree,29.6,Live,1007 - 3,5210320.651410000398755,669559.520791999995708
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Thuja occidentalis,Tree,49.6,Live,1007 - 3,5210320.651410000398755,669559.520791999995708
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Thuja occidentalis,Tree,36.9,Live,1007 - 3,5210320.651410000398755,669559.520791999995708
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Thuja occidentalis,Tree,3.9,Live,1007 - 3,5210320.651410000398755,669559.520791999995708
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Thuja occidentalis,Tree,26.4,Live,1007 - 3,5210320.651410000398755,669559.520791999995708
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Thuja occidentalis,Tree,36.2,Live,1007 - 3,5210320.651410000398755,669559.520791999995708
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Thuja occidentalis,Tree,12.9,Dead,1007 - 3,5210320.651410000398755,669559.520791999995708
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Thuja occidentalis,Tree,33.9,Live,1007 - 3,5210320.651410000398755,669559.520791999995708
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Thuja occidentalis,Tree,47.6,Live,1007 - 3,5210320.651410000398755,669559.520791999995708
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Thuja occidentalis,Tree,38.7,Live,1007 - 2,5210373.412370000034571,669561.204941999982111
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Thuja occidentalis,Tree,3.6,Dead,1007 - 2,5210373.412370000034571,669561.204941999982111
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Thuja occidentalis,Tree,3,Live,1007 - 2,5210373.412370000034571,669561.204941999982111
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Thuja occidentalis,Tree,45.8,Live,1007 - 2,5210373.412370000034571,669561.204941999982111
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Thuja occidentalis,Tree,20.9,Live,1007 - 2,5210373.412370000034571,669561.204941999982111
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Thuja occidentalis,Tree,18.7,Live,1007 - 2,5210373.412370000034571,669561.204941999982111
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Thuja occidentalis,Tree,4,Live,1007 - 2,5210373.412370000034571,669561.204941999982111
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Thuja occidentalis,Tree,36.9,Live,1007 - 2,5210373.412370000034571,669561.204941999982111
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Thuja occidentalis,Tree,20.4,Live,1007 - 2,5210373.412370000034571,669561.204941999982111
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Thuja occidentalis,Tree,2.8,Live,1007 - 2,5210373.412370000034571,669561.204941999982111
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Thuja occidentalis,Tree,14.4,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Thuja occidentalis,Tree,4.2,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Thuja occidentalis,Tree,3.6,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Thuja occidentalis,Tree,14.4,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Thuja occidentalis,Tree,2.7,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Thuja occidentalis,Tree,3,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Thuja occidentalis,Tree,9.1,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Thuja occidentalis,Tree,5,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Thuja occidentalis,Tree,32,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Thuja occidentalis,Tree,4.3,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Thuja occidentalis,Tree,3.2,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Thuja occidentalis,Tree,5.4,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Thuja occidentalis,Tree,11.7,Live,1007 - 1,5210419.110220000147820,669558.367725000018254
Round_2,2021,GLKN_VegMon2.0,APIS,1007,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Tsuga canadensis,Tree,8,Live,1007 - 3,5210320.651410000398755,669559.520791999995708
Round_2,2021,GLKN_VegMon2.0,APIS,1009,Standard,Alternating,Active,Hemlock-hardwood,2,50,50,Sampled with Data,Abies balsamea,Tree,13.9,Live,1009 - 2,5206232.632629999890924,674864.893217999953777
Round_2,2021,GLKN_VegMon2.0,APIS,1009,Standard,Alternating,Active,Hemlock-hardwood,2,50,50,Sampled with Data,Abies balsamea,Tree,6.9,Live,1009 - 2,5206232.632629999890924,674864.893217999953777
Round_2,2021,GLKN_VegMon2.0,APIS,1009,Standard,Alternating,Active,Hemlock-hardwood,2,50,50,Sampled with Data,Abies balsamea,Tree,2.5,Live,1009 - 2,5206232.632629999890924,674864.893217999953777
Round_2,2021,GLKN_VegMon2.0,APIS,1009,Standard,Alternating,Active,Hemlock-hardwood,2,50,50,Sampled with Data,Acer rubrum,Tree,61.5,Live,1009 - 2,5206232.632629999890924,674864.893217999953777
Round_2,2021,GLKN_VegMon2.0,APIS,1009,Standard,Alternating,Active,Hemlock-hardwood,2,50,50,Sampled with Data,Acer rubrum,Tree,44,Live,1009 - 2,5206232.632629999890924,674864.893217999953777
Round_2,2021,GLKN_VegMon2.0,APIS,1009,Standard,Alternating,Active,Hemlock-hardwood,3,50,50,Sampled with Data,Acer rubrum,Tree,37.8,Live,1009 - 3,5206182.765100000426173,674866.486370000056922
Round_2,2021,GLKN_VegMon2.0,APIS,1009,Standard,Alternating,Active,Hemlock-hardwood,3,50,50,Sampled with Data,Acer rubrum,Tree,14,Live,1009 - 3,5206182.765100000426173,674866.486370000056922
Round_2,2021,GLKN_VegMon2.0,APIS,1009,Standard,Alternating,Active,Hemlock-hardwood,3,50,50,Sampled with Data,Acer rubrum,Tree,9.5,Live,1009 - 3,5206182.765100000426173,674866.486370000056922
